2151,-1599,-2427
2012,-1749,-2557
2039,-1695,-2581
1967,-1659,-2485
2011,-1885,-2614
1955,-1740,-2620
1991,-1961,-2522
1811,-1959,-2560
1891,-1853,-2661
1831,-2106,-2643
1992,-1945,-2597
1839,-1911,-2696
1878,-2074,-2531
1854,-2143,-2665
1795,-2155,-2609
1921,-2213,-2606
1801,-2250,-2655
1838,-2083,-2491
1839,-2235,-2608
1873,-2227,-2438
1826,-2390,-2568
1878,-2328,-2460
1877,-2394,-2381
1832,-2386,-2470
1889,-2310,-2317
1785,-2554,-2326
1826,-2404,-2276
1806,-2516,-2238
1870,-2582,-2159
1770,-2461,-2151
1850,-2712,-2071
1816,-2588,-2012
1805,-2601,-2097
1739,-2637,-1883
1738,-2724,-1966
1773,-2718,-1863
1636,-2733,-1825
1705,-2724,-1951
1516,-2786,-1863
1784,-2838,-1831
1500,-2924,-1751
1522,-2849,-1903
1399,-2709,-1929
1441,-2867,-1771
1373,-2938,-1987
1260,-2884,-1912
1395,-2906,-1925
1137,-2922,-1917
1190,-2909,-2136
1158,-2896,-2063
1011,-2849,-1954
1089,-2791,-2126
827,-2935,-2265
949,-2907,-2217
823,-2907,-2204
870,-2870,-2327
807,-2940,-2278
675,-2827,-2294
747,-2724,-2455
611,-2956,-2495
619,-2747,-2481
534,-2832,-2439
459,-2918,-2395
632,-2737,-2536
485,-2825,-2414
398,-2689,-2437
499,-2614,-2630
500,-2728,-2353
405,-2622,-2531
317,-2613,-2417
496,-2585,-2482
323,-2662,-2490
378,-2621,-2346
429,-2590,-2586
348,-2517,-2509
381,-2361,-2402
337,-2377,-2327
311,-2373,-2392
244,-2366,-2361
231,-2410,-2314
296,-2258,-2319
301,-2200,-2240
287,-2237,-2312
270,-2113,-2365
329,-2248,-2285
276,-2003,-2272
148,-2042,-2235
318,-1917,-2290
117,-1902,-2101
120,-1797,-2201
125,-1913,-2206
103,-1950,-2201
28,-1696,-2089
-59,-1801,-2275
47,-1714,-2000
-124,-1666,-2255
-134,-1585,-2042
-231,-1611,-2201
-194,-1585,-2125
-216,-1515,-2050
-404,-1469,-2125
-380,-1406,-1974
-367,-1476,-2119
-474,-1294,-2021
-481,-1349,-2023
-644,-1163,-2082
-536,-1112,-1972
-639,-1181,-2037
-591,-1250,-1896
-702,-1076,-2018
-811,-1065,-2032
-856,-1096,-1774
-893,-875,-1979
-772,-977,-1823
-1021,-1002,-1830
-819,-804,-1799
-1048,-685,-1774
-1046,-716,-1672
-1038,-797,-1585
-1091,-625,-1674
-977,-577,-1534
-1221,-546,-1593
-1094,-547,-1396
-1144,-486,-1430
-1140,-410,-1277
-1195,-336,-1298
-1158,-305,-1194
-1187,-399,-1183
-1202,-176,-1178
-1183,-185,-1046
-1345,-125,-980
-1156,-197,-863
-1274,31,-844
-1336,-133,-777
-1323,-9,-764
-1271,204,-682
-1317,166,-416
-1368,173,-479
-1251,357,-432
-1528,231,-347
-1350,98,-346
-1478,266,-75
-1528,416,-101
-1517,280,-38
-1475,467,8
-1481,495,244
-1568,364,267
-1617,449,356
-1668,555,395
-1649,464,443
-1656,548,658
-1620,755,622
-1749,705,727
-1856,563,692
-1683,597,891
-1816,814,838
-1858,947,958
-1830,679,1047
-1886,755,1111
-1825,885,1087
-1908,876,1065
-1875,897,1318
-1983,911,1134
-1856,942,1301
-1914,984,1160
-1836,1127,1304
-1904,1008,1406
-1951,1154,1330
-1913,1135,1310
-1972,1184,1430
-1933,1270,1394
-1920,1161,1312
-1960,1429,1524
-2004,1208,1339
-2044,1292,1507
-1830,1402,1455
-2067,1281,1586
-2005,1318,1389
-2082,1436,1592
-2055,1326,1573
-2020,1421,1567
-1953,1503,1600
-2098,1407,1838
-2134,1534,1786
-2087,1512,1668
-2123,1343,1842
-2133,1384,1843
-2228,1444,1850
-2020,1474,2035
-2148,1509,2006
-2286,1291,2086
-2176,1463,2210
-2296,1421,2107
-2185,1321,2248
-2266,1448,2306
-2321,1252,2314
-2196,1397,2440
-2352,1331,2559
-2305,1423,2486
-2277,1251,2674
-2277,1319,2721
-2280,1218,2735
-2328,1299,2730
-2240,1186,2931
-2268,1207,2909
-2337,1227,2888
-2213,1233,3143
-2291,1054,3020
-2204,1030,3181
-2211,1182,3073
-2181,1057,3269
-2180,966,3278
-2108,1019,3192
-2071,1099,3315
-2085,1080,3426
-2177,1016,3237
-2088,996,3387
-2046,885,3378
-1981,940,3419
-2062,1028,3388
-1939,948,3501
-2036,748,3437
-2011,740,3399
-1946,772,3434
-1966,776,3328
-2141,894,3413
-1970,771,3368
-1922,770,3365
-2067,674,3216
-2223,743,3285
-1963,679,3270
-2062,727,3293
-2058,648,3260
-2032,534,3083
-2007,601,2939
-1958,591,3193
-2062,638,3064
-1899,483,3026
-2096,506,2957
-2036,525,2748
-1966,510,2811
-1949,438,2670
-1970,512,2689
-1839,502,2710
-1935,491,2419
-1824,444,2561
-1869,335,2447
-1824,343,2371
-1846,367,2328
-1612,441,2279
-1884,346,2187
-1619,423,2226
-1572,295,2233
-1626,394,2213
-1443,373,2021
-1454,411,2151
-1417,217,1873
-1382,424,2046
-1353,237,1995
-1319,504,1974
-1161,381,1835
-1098,188,1896
-1059,193,1890
-1110,315,1764
-926,243,1885
-871,187,1843
-798,204,1826
-835,261,1778
-792,298,1762
-702,99,1741
-684,151,1760
-757,262,1768
-365,214,1635
-647,161,1815
-625,242,1693
-440,127,1842
-509,164,1529
-423,98,1646
-486,25,1574
-404,30,1627
-373,-36,1589
-340,93,1585
-398,-169,1468
-377,66,1413
-276,89,1540
-301,-99,1426
-377,47,1388
-271,-99,1251
-384,44,1337
-387,-52,1145
-276,11,1201
-306,-112,1290
-258,-22,1016
-93,-116,1029
-244,-24,1083
-124,-72,1011
-35,-1,963
-248,-112,837
-193,-74,1007
-2,-98,651
-138,-21,728
64,-210,625
-69,-9,666
70,-79,575
71,12,475
134,-198,503
51,-158,402
127,-52,360
233,123,310
270,-25,283
254,-85,117
394,-54,160
300,185,86
370,-17,148
407,89,144
455,24,-75
515,58,9
602,70,-28
451,112,-15
556,199,-102
567,184,-73
514,166,-169
644,216,-97
582,139,-164
645,104,-183
700,261,-234
587,254,-202
742,232,-254
844,200,-374
729,357,-260
659,415,-413
673,351,-463
803,388,-445
735,350,-450
702,419,-361
872,457,-614
782,467,-595
932,627,-570
800,610,-640
988,541,-764
836,623,-896
961,623,-792
880,628,-807
973,659,-837
1008,841,-1007
1109,728,-909
1021,603,-1037
1122,891,-880
1201,770,-1175
1087,813,-918
1142,837,-1087
1106,892,-1071
1243,972,-939
1263,833,-1156
1202,836,-1060
1302,815,-971
1159,961,-949
1355,910,-805
1320,914,-935
1448,916,-944
1421,1091,-845
1356,822,-788
1423,859,-766
1367,921,-779
1326,849,-765
1526,1117,-561
1381,919,-661
1406,1017,-641
1379,853,-535
1502,786,-578
1432,984,-531
1341,940,-502
1536,943,-496
1388,844,-562
1359,978,-540
1444,788,-539
1390,877,-366
1423,929,-530
1331,936,-606
1527,787,-447
1232,872,-615
1337,869,-468
1468,759,-522
1257,934,-527
1279,912,-570
1417,770,-579
1154,879,-674
1444,906,-589
1225,856,-462
1298,695,-739
1366,775,-702
1316,691,-679
1194,814,-674
1414,777,-710
1293,800,-628
1256,717,-870
1409,770,-687
1308,636,-724
1255,718,-761
1270,748,-769
1363,746,-681
1423,580,-834
1399,698,-718
1436,830,-705
1357,608,-730
1365,636,-678
1300,667,-719
1376,726,-777
1413,648,-643
1409,658,-621
1294,532,-795
1386,568,-559
1368,582,-643
1354,502,-589
1438,634,-552
1293,507,-576
1389,482,-401
1379,427,-630
1374,436,-352
1224,324,-530
1354,504,-511
1303,354,-342
1146,254,-376
1346,287,-440
1236,208,-372
1207,229,-306
1140,184,-310
1282,231,-393
1147,60,-309
1049,68,-225
1207,118,-285
1151,124,-346
1096,-59,-363
919,-15,-190
1112,30,-398
884,-106,-303
1071,16,-379
1073,-214,-239
936,-139,-488
1033,-190,-333
857,-185,-384
972,-236,-485
1016,-324,-525
1001,-253,-436
870,-265,-472
1030,-393,-460
860,-475,-556
1011,-436,-425
974,-357,-522
802,-579,-470
958,-492,-489
914,-689,-641
830,-459,-495
962,-541,-583
905,-615,-445
769,-666,-425
928,-621,-539
830,-673,-439
887,-700,-509
821,-856,-368
937,-960,-442
733,-937,-437
916,-999,-440
920,-906,-344
794,-829,-322
766,-1104,-500
859,-1024,-380
798,-1038,-377
823,-1195,-315
785,-1139,-332
836,-1302,-455
814,-1486,-450
759,-1364,-122
784,-1403,-471
831,-1406,-450
668,-1379,-395
716,-1541,-447
632,-1449,-419
874,-1595,-373
609,-1644,-448
705,-1550,-431
600,-1751,-435
602,-1835,-485
690,-1837,-476
745,-1870,-463
623,-1898,-465
613,-1917,-474
746,-2124,-641
657,-2089,-485
574,-2206,-601
572,-2106,-594
650,-2126,-517
499,-2226,-663
449,-2110,-548
566,-2279,-537
567,-2258,-699
432,-2312,-558
507,-2341,-725
504,-2380,-602
433,-2504,-687
501,-2543,-589
416,-2527,-638
522,-2547,-761
431,-2647,-548
597,-2637,-741
536,-2637,-746
412,-2664,-718
460,-2759,-700
685,-2735,-671
425,-2661,-800
530,-2689,-815
542,-2749,-855
560,-2787,-835
437,-2728,-717
606,-2871,-1007
502,-2797,-868
560,-2739,-887
626,-2819,-973
555,-2905,-1040
640,-2888,-942
607,-2758,-1176
439,-2879,-1086
593,-2903,-1028
564,-2754,-1165
578,-2903,-1232
424,-2841,-1249
497,-2924,-1258
404,-2673,-1144
409,-3078,-1343
484,-2710,-1188
293,-2775,-1226
236,-2950,-1245
424,-2961,-1230
288,-2890,-1148
212,-2972,-1233
241,-2938,-1038
119,-2914,-1144
218,-2986,-1110
193,-3031,-1030
59,-2889,-965
99,-3106,-964
229,-2781,-946
-15,-2963,-891
-37,-3057,-914
110,-2912,-659
17,-2950,-839
-54,-3032,-716
134,-2883,-564
53,-2912,-666
-55,-2963,-583
44,-2879,-750
106,-2817,-536
161,-2829,-561
-47,-2854,-540
199,-2759,-568
43,-2867,-654
26,-2797,-505
151,-2724,-522
221,-2668,-602
83,-2678,-687
118,-2613,-600
163,-2604,-647
213,-2542,-783
175,-2519,-717
87,-2610,-844
73,-2489,-777
-36,-2309,-844
150,-2402,-979
112,-2406,-906
-5,-2380,-980
-11,-2337,-891
-39,-2413,-1114
-148,-2366,-1028
-154,-2167,-1079
-122,-2133,-1114
-197,-2189,-983
-127,-2205,-1221
-232,-2161,-1061
-169,-2160,-1185
-102,-2079,-998
-350,-2104,-1134
-227,-1920,-1100
-291,-1931,-1167
-279,-1895,-1072
-391,-2016,-1161
-228,-1940,-987
-276,-1902,-1070
-362,-1810,-957
-403,-1822,-923
-443,-1804,-958
-210,-1838,-960
-354,-1667,-812
-369,-1758,-971
-214,-1564,-724
-355,-1593,-973
-236,-1476,-710
-439,-1577,-864
-325,-1387,-753
-317,-1438,-795
-297,-1301,-745
-409,-1442,-727
-314,-1310,-738
-318,-1296,-850
-290,-1231,-627
-334,-1339,-845
-332,-1110,-646
-402,-1034,-856
-319,-1033,-791
-314,-1116,-791
-350,-1037,-946
-390,-992,-952
-412,-778,-834
-453,-785,-1175
-516,-750,-990
-478,-746,-1187
-451,-678,-1190
-456,-614,-1382
-551,-501,-1253
-513,-639,-1369
-529,-530,-1484
-532,-580,-1528
-664,-473,-1529
-582,-291,-1647
-753,-247,-1693
-555,-448,-1807
-678,-257,-1665
-688,-176,-1672
-661,-135,-1806
-745,-201,-1697
-732,-129,-1764
-685,-149,-1780
-741,26,-1827
-786,-13,-1868
-658,-26,-1545
-652,55,-1844
-757,138,-1730
-610,220,-1689
-781,295,-1483
-742,219,-1646
-521,194,-1563
-749,443,-1440
-543,248,-1599
-705,366,-1383
-651,332,-1414
-658,423,-1419
-557,528,-1284
-698,448,-1357
-634,624,-1199
-623,512,-1157
-570,668,-1144
-603,657,-1119
-647,685,-1233
-445,729,-999
-690,796,-1195
-503,934,-1007
-509,803,-980
-611,954,-860
-397,1062,-1113
-608,984,-916
-515,1000,-916
-632,1113,-944
-487,1134,-923
-489,1246,-896
-588,1085,-795
-462,1398,-838
-524,1186,-896
-450,1359,-709
-561,1310,-858
-484,1362,-705
-455,1450,-793
-503,1618,-547
-440,1422,-744
-478,1454,-711
-501,1568,-501
-433,1513,-612
-529,1491,-573
-390,1707,-457
-483,1586,-592
-404,1684,-380
-491,1547,-320
-317,1793,-352
-378,1722,-135
-479,1823,-240
-501,1838,-182
-446,1921,-55
-453,1907,11
-486,1865,75
-336,2026,164
-370,2089,186
-370,2007,194
-330,1962,365
-324,2133,411
-287,2044,374
-322,2044,522
-286,2125,647
-270,2106,561
-180,2247,710
-356,2112,643
-120,2247,882
-209,2242,733
-170,2391,874
-113,2415,926
-100,2255,973
15,2395,981
-82,2458,1078
-60,2466,973
60,2492,1115
-20,2421,1114
57,2569,1189
4,2551,1235
78,2469,1220
-121,2656,1203
-33,2609,1308
125,2539,1378
-116,2673,1435
20,2701,1429
-35,2718,1521
-69,2594,1479
27,2625,1628
-29,2652,1605
74,2717,1694
-105,2723,1793
-78,2700,1770
-86,2566,1760
-8,2708,1892
-166,2631,1886
-122,2800,2061
-52,2820,2036
-208,2667,2108
-102,2677,1993
-278,2656,2462
-253,2985,2932
-246,3148,3396
-483,3706,3666
-365,3809,4165
-546,3938,4327
-788,4505,4317
-897,4633,4388
-855,4987,4377
-899,5273,4452
-1081,5183,4395
-1001,5451,4469
-1101,5597,4451
-1176,5863,4556
-1152,5833,4640
-1285,6089,4685
-1279,6009,4730
-1331,6134,4939
-1298,6248,4816
-1257,6092,5005
-1239,6355,5215
-1387,6027,5156
-1336,6163,5300
-1259,6082,5424
-1263,6228,5384
-1238,6042,5543
-1304,6143,5655
-1345,6046,5751
-1115,5914,5852
-1211,6062,5936
-1210,5937,6047
-1200,5696,5926
-1053,5890,6005
-1223,5704,6075
-1168,5852,6117
-1110,5646,6200
-1267,5505,5996
-1220,5530,6235
-1261,5502,6235
-1169,5573,6279
-1183,5513,6155
-1307,5317,6377
-1244,5105,6185
-1299,5274,6314
-1478,5224,6313
-1311,4999,6296
-1278,4970,6296
-1402,4662,6331
-1393,4768,6412
-1476,4810,6171
-1469,4765,6302
-1429,4455,6286
-1531,4313,6214
-1504,4490,6373
-1529,4338,6225
-1442,4197,6179
-1414,4100,6283
-1585,4082,6277
-1464,4036,6082
-1422,4046,6167
-1439,3959,6114
-1403,3731,6184
-1433,3683,6021
-1422,3655,6029
-1364,3543,6048
-1407,3397,5889
-1348,3362,5960
-1185,3416,5974
-1282,3116,5835
-1098,3081,5758
-1241,3007,5825
-1071,3010,5701
-1031,2849,5777
-1109,2786,5694
-984,2651,5680
-979,2547,5559
-761,2539,5557
-927,2403,5572
-771,2354,5558
-814,2139,5406
-635,2185,5423
-719,1974,5227
-585,1812,5304
-680,1721,5172
-549,1609,5235
-558,1564,5033
-528,1450,4967
-482,1420,5087
-387,1341,4839
-440,1195,4793
-328,1081,4843
-313,918,4549
-251,883,4652
-235,803,4475
-210,759,4382
-218,621,4227
-144,536,4256
-248,415,4053
-134,223,3885
-107,225,3997
-100,113,3822
-57,8,3671
-54,-49,3527
56,-125,3432
-44,-323,3329
48,-358,3238
131,-508,3094
115,-552,2985
120,-796,2604
163,-712,2677
236,-961,2494
190,-993,2394
394,-1019,2265
198,-1156,1935
305,-1231,1948
630,-1146,1774
341,-1439,1581
363,-1356,1534
418,-1656,1427
526,-1582,1195
538,-1607,1186
614,-1725,1042
608,-1858,934
627,-1883,735
687,-1897,809
737,-2158,685
874,-2087,473
777,-2390,402
946,-2371,416
913,-2389,232
1037,-2545,157
1064,-2479,266
1055,-2625,35
1153,-2718,-60
1182,-2836,80
1186,-2851,-123
1268,-3022,-119
1208,-3119,-204
1381,-3341,-250
1259,-3176,-273
1219,-3467,-317
1292,-3488,-413
1222,-3487,-377
1277,-3637,-331
1263,-3794,-558
1373,-3739,-366
1348,-3813,-724
1492,-3853,-587
1282,-4092,-748
1358,-3977,-800
1356,-4159,-848
1545,-4234,-915
1353,-4195,-984
1522,-4241,-1157
1416,-4399,-1119
1474,-4518,-1399
1474,-4444,-1266
1375,-4409,-1534
1623,-4591,-1604
1521,-4507,-1660
1504,-4523,-1937
1432,-4517,-1777
1653,-4669,-1971
1659,-4604,-2223
1526,-4682,-2127
1695,-4677,-2382
1658,-4638,-2515
1714,-4601,-2436
1549,-4869,-2607
1749,-4815,-2739
1542,-4765,-2899
1732,-4802,-2905
1588,-4737,-2935
1631,-4798,-3188
1672,-4822,-2936
1654,-4948,-3184
1512,-4738,-3341
1621,-4876,-3298
1514,-4783,-3354
1491,-4762,-3432
1535,-4855,-3485
1383,-4793,-3482
1439,-4793,-3555
1498,-4875,-3647
1408,-4762,-3553
1328,-4920,-3663
1354,-4728,-3630
1340,-4793,-3779
1194,-4791,-3666
1145,-4740,-3851
1129,-4740,-3781
1212,-4627,-3784
1010,-4473,-3889
1060,-4542,-3843
1005,-4585,-3970
1026,-4623,-4043
1119,-4404,-3798
966,-4453,-4149
880,-4295,-4030
1151,-4280,-4277
961,-4247,-4078
867,-4160,-4152
1034,-4158,-4307
944,-3851,-4372
967,-3963,-4345
1077,-3780,-4402
992,-3863,-4506
1058,-3774,-4461
957,-3385,-4426
1056,-3519,-4510
956,-3559,-4675
965,-3339,-4516
872,-3442,-4544
971,-3203,-4604
945,-3202,-4569
1005,-3069,-4542
845,-3062,-4528
1068,-2834,-4609
883,-2822,-4509
884,-2678,-4551
822,-2636,-4419
1012,-2618,-4514
861,-2602,-4538
850,-2430,-4488
716,-2329,-4260
815,-2368,-4363
781,-2060,-4200
723,-2279,-4273
679,-1924,-4062
774,-2129,-4133
833,-1884,-4134
631,-1950,-4014
582,-1870,-4064
599,-1741,-4110
607,-1660,-3861
706,-1533,-3981
616,-1584,-3914
523,-1543,-3964
593,-1403,-3832
462,-1379,-3972
496,-1236,-3819
470,-1201,-3882
548,-956,-3743
302,-890,-3985
194,-419,-3907
220,-114,-3809
-106,167,-3689
-209,679,-3355
-177,1088,-3146
-179,1469,-2866
-172,1813,-2530
277,1928,-2171
616,1804,-1670
785,1231,-1398
1306,933,-1152
1440,1066,-1140
1580,1161,-1080
1749,1102,-1345
1593,1114,-1246
1416,1139,-1619
1269,1582,-1850
1152,1764,-1921
922,1912,-2286
792,1612,-2517
739,1566,-2466
533,1514,-2732
436,1537,-2757
446,1335,-3025
607,785,-3198
392,325,-3390
579,202,-3240
531,-138,-3608
615,1,-3886
447,-457,-3944
573,-546,-4081
313,-577,-4282
463,-417,-4307
283,-441,-4404
410,-409,-4504
318,-634,-4741
285,-632,-4798
271,-409,-5021
243,-375,-5080
281,-524,-5203
290,-398,-5396
362,-397,-5553
453,-219,-5488
501,-241,-5905
554,-214,-5850
737,-32,-6030
870,-100,-6116
985,-82,-6351
1132,147,-6292
1153,-106,-6642
1376,101,-6552
1502,-11,-6597
1613,78,-6797
1626,-1,-6827
1753,138,-6907
1844,110,-7055
2212,100,-7056
2101,65,-7165
2102,21,-7163
2404,3,-7360
2281,16,-7542
2339,14,-7541
2610,-73,-7710
2548,-245,-7732
2663,-298,-7807
2654,-213,-7872
2619,-434,-7993
2564,-394,-7994
2888,-418,-7972
2741,-556,-8188
2677,-579,-8206
2882,-643,-8197
2720,-675,-8432
2732,-822,-8386
2693,-799,-8554
2827,-849,-8579
2653,-871,-8746
2748,-908,-8797
2766,-878,-8980
2673,-1080,-8855
2732,-915,-9064
2588,-892,-9264
2615,-759,-9339
2567,-972,-9225
2394,-683,-9560
2474,-787,-9630
2350,-857,-9787
2375,-505,-9927
2279,-595,-9884
2123,-447,-10055
2068,-465,-10387
2117,-408,-10415
1961,-313,-10543
1898,65,-10470
1812,44,-10846
1858,-69,-10802
1692,149,-11089
1706,329,-11123
1543,307,-11245
1749,533,-11299
1415,621,-11457
1639,646,-11569
1394,734,-11777
1434,804,-11800
1512,955,-11644
1368,1028,-11999
1384,954,-11921
1428,1194,-12011
1317,1090,-12046
1269,1263,-12146
1352,1128,-12292
1408,1130,-12211
1295,1166,-12307
1420,1082,-12357
1407,1260,-12299
1220,1256,-12485
1259,1164,-12398
1250,1189,-12409
1284,1110,-12484
1286,1297,-12466
1246,1252,-12503
1374,1097,-12503
1281,1372,-12586
1222,1102,-12388
1354,1145,-12428
1449,1103,-12448
1327,1039,-12363
1315,1078,-12420
1366,781,-12413
1411,946,-12269
1308,683,-12465
1435,722,-12361
1447,811,-12359
1453,853,-12284
1390,719,-12292
1455,759,-12309
1233,703,-12311
1270,730,-12256
1341,772,-12251
1097,800,-12299
1158,726,-12300
1159,673,-12136
