-2685,10395,670
-2679,10463,754
-2708,10469,668
-2843,10466,634
-2818,10379,622
-2778,10394,697
-2816,10461,725
-2779,10400,715
-2770,10287,627
-2822,10337,707
-2767,10461,536
-2804,10552,782
-2747,10515,769
-2852,10428,690
-2751,10404,780
-2803,10526,810
-2736,10470,845
-2754,10417,706
-2718,10427,794
-2651,10614,759
-2631,10584,811
-2689,10514,877
-2644,10461,783
-2711,10573,825
-2689,10509,766
-2722,10550,871
-2725,10545,752
-2678,10539,783
-2682,10569,901
-2762,10622,813
-2763,10549,802
-2716,10517,902
-2714,10592,1003
-2582,10527,774
-2670,10661,778
-2759,10667,882
-2618,10697,828
-2591,10708,858
-2677,10787,873
-2606,10899,833
-2653,10793,854
-2607,10751,852
-2619,10850,997
-2563,10844,843
-2505,11009,820
-2680,10937,864
-2618,10593,819
-2585,10852,909
-2568,10950,976
-2556,11077,909
-2515,10987,918
-2556,10925,845
-2639,10999,874
-2594,11095,816
-2538,11103,866
-2620,10988,897
-2631,10943,785
-2608,10900,846
-2672,10999,899
-2629,11032,1011
-2649,10869,851
-2663,10871,751
-2677,10835,867
-2765,10893,886
-2729,10884,977
-2589,10809,784
-2804,10855,766
-2869,10726,848
-2856,10797,921
-2821,10776,927
-2835,10695,828
-2784,10796,852
-2837,10638,898
-2837,10734,1038
-2893,10530,1063
-2922,10514,896
-2920,10502,915
-2840,10468,947
-2881,10596,1064
-2856,10567,985
-2910,10426,903
-2881,10451,1041
-2876,10413,1019
-2857,10337,1087
-2878,10488,1090
-2870,10378,1069
-2888,10410,928
-2883,10307,1082
-2805,10624,1112
-2864,10323,1083
-2840,10359,1091
-2744,10328,1055
-2689,10426,1082
-2693,10251,1040
-2614,10396,1134
-2763,10275,1031
-2695,10363,1020
-2724,10360,975
-2639,10345,1001
-2654,10414,857
-2693,10431,971
-2699,10365,920
-2626,10464,1021
-2669,10446,917
-2604,10492,999
-2664,10386,935
-2670,10449,912
-2682,10513,897
-2740,10483,1021
-2669,10550,889
-2765,10700,968
-2769,10638,955
-2767,10633,923
-2900,10576,970
